isbn,original_title,authors
61288853,"The Coffin Club (Vampire Kisses, #5)",Ellen Schreiber
375753141,Main Street,Sinclair Lewis
,Percy Jackson's Greek Gods,"Rick Riordan, John Rocco"
618683070,Dairy Queen,Catherine Gilbert Murdock
61493341,Telegraph Avenue,Michael Chabon
385341962,Genesis,Karin Slaughter
125005480X,The Book of Speculation,Erika Swyler
042523567X,Flirt,Laurell K. Hamilton
515124214,Inner Harbor (Chesapeake Bay Saga #3),Nora Roberts
61779725,Bite Me,Christopher Moore
394719689,Zen of Seeing: Seeing/Drawing as Meditation,Frederick Franck
886778581,Green Rider,Kristen Britain
785729194,The Dragonriders of Pern,Anne McCaffrey
1594631395,"Boy, Snow, Bird",Helen Oyeyemi
312939035,E Is for Evidence,Sue Grafton
140006760X,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",David  Brooks
385533411,Solar,Ian McEwan
226458083,The Structure of Scientific Revolutions,Thomas S. Kuhn
312424671,Small Island,Andrea Levy
1250022134,A Great Reckoning,Louise Penny
446610178,The Sky is Falling,Sidney Sheldon
385517254,,Peter M. Senge
553265954,Sonnenfinsternis,"Arthur Koestler, Daphne Hardy"
425238814,The Perfect Play,Jaci Burton
767915593,Straight Talking,Jane Green
441014186,"Dauntless (The Lost Fleet, #1)",Jack Campbell
7133618,The Curse of Chalion,Lois McMaster Bujold
778322858,Me & Emma,Elizabeth Flock
515136263,"Chesapeake Blue (Chesapeake Bay Saga, #4)",Nora Roberts
316040096,Ash,Malinda Lo
000721975X,The Burning Land,Bernard Cornwell
609807919,"Second Helpings (Jessica Darling, #2)",Megan McCafferty
893816949,Diane Arbus: An Aperture Monograph,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel"
763620912,"The Earth, My Butt, and Other Big Round Things",Carolyn Mackler
1551111721,Lord Jim,Joseph Conrad
375836977,A Color of His Own,Leo Lionni
671664263,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,Neil Gaiman
142400769,Things Not Seen,Andrew Clements
,House,"Frank E. Peretti, Ted Dekker"
765335344,Vicious,"V.E. Schwab, Victoria Schwab"
425194523,Raise the Titanic!,Clive Cussler
078685149X,The Supernaturalist,Eoin Colfer
60852003,Queen of Babble in the Big City,Meg Cabot
394900871,Yertle the Turtle (Classic Seuss),Dr. Seuss
1609071220,,Camron Wright
037570342X,Family Matters,Rohinton Mistry
553588729,The Happiest Baby on the Block,Harvey Karp
,Until You,"Penelope Douglas, Nelson Hobbs"
,Perahu Kertas,Dee Lestari
786856920,Schooled,Gordon Korman
1936608898,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,"Dallas Hartwig, Melissa Hartwig"
151012709,Merle's Door: Lessons from a Freethinking Dog,Ted Kerasote
440227194,Brian's Winter,Gary Paulsen
452287073,How the Garcia Girls Lost Their Accents ,Julia Alvarez
,Be with Me,"J. Lynn, Jennifer L. Armentrout"
1406501077,"Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""",Louisa May Alcott
525955100,Home ,Harlan Coben
872860744,Notes of a Dirty Old Man,Charles Bukowski
525952896,Fasandræberne,"Jussi Adler-Olsen, K.E. Semmel"
1594486344,The Good Lord Bird,James McBride
689840349,Greenwitch,Susan Cooper
158240612X,"The Walking Dead, Vol. 5: The Best Defense","Robert Kirkman, Charlie Adlard, Cliff Rathburn"
671023462,,Elizabeth Chandler
,"Take a Chance (Chance, #1)",Abbi Glines
62072188,Portrait of a Spy,Daniel Silva
316012823,One Good Turn,Kate Atkinson
64407330,Abarat,Clive Barker
586203192,2061: Odyssey Three,Arthur C. Clarke
,What Got You Here Won't Get You There: How Successful People Become Even More Successful,"Marshall Goldsmith, Mark Reiter"
1439187312,The Walk,Richard Paul Evans
61284424,Afterlife,Claudia Gray
399250484,Slam,Nick Hornby
547628382,"Dark Triumph (His Fair Assassin, #2)",Robin LaFevers
544289595,The Crossover,Kwame Alexander
,Edensor,Andrea Hirata
739464469,The Line of Beauty,Alan Hollinghurst
749009519,The Rose Garden,Susanna Kearsley
1595541217,Monster,Frank E. Peretti
451208188,The English Assassin,Daniel Silva
743284887,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman
60833459,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),Peter F. Drucker
1632150190,"The Wicked + The Divine, Vol. 1: The Faust Act","Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles"
553808036,Innocence,Dean Koontz
399154779,Dark of the Moon,John Sandford
1401917593,The Law of Attraction: The Basics of the Teachings of Abraham,"Esther Hicks, Jerry Hicks"
1423157524,In The Afterlight,Alexandra Bracken
373210450,Goddess Interrupted,Aimee Carter
689859384,Lucinda’s Secret,"Holly Black, Tony DiTerlizzi"
688213855,Henry Huggins,"Beverly Cleary, Tracy Dockray"
64434516,Bedtime for Frances,"Russell Hoban, Garth Williams"
4770020678,窓ぎわのトットちゃん,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton"
804178429,Half the World,Joe Abercrombie
375758259,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein
1590303164,Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg
316000981,"Hunters of the Dusk (Cirque Du Freak, #7)",Darren Shan
886777631,City of Golden Shadow,Tad Williams
425217299,An Ice Cold Grave,Charlaine Harris
,Jacob Have I Loved,Katherine Paterson
316089516,The Postcard Killers,"James Patterson, Liza Marklund"
1421536382,神様はじめました 1,"Julietta Suzuki, Tomo Kimura"
,Maybe Not,Colleen Hoover
689869118,Black Water,D.J. MacHale
425093255,Five Little Pigs,Agatha Christie
345524497,Embassytown,China Miéville
553582763,By the Light of the Moon,Dean Koontz
553212419,"Sherlock Holmes: The Complete Novels and Stories, Volume I",Arthur Conan Doyle
60809086,Strong Poison,Dorothy L. Sayers
836220625,The Far Side Gallery,Gary Larson
373210698,The Eternity Cure,Julie Kagawa
425163717,Holiday in Death,J.D. Robb
,Thief,Tarryn Fisher
074349282X,Between a Rock and a Hard Place,Aron Ralston
345379063,Legend ,David Gemmell
803736703,,Sheila Turnage
330418882,"Every Boy's Got One (Boy, #3)",Meg Cabot
451166604,Small Sacrifices: A True Story of Passion and Murder,Ann Rule
385538898,,Chris Bohjalian
811874559,All My Friends Are Dead,"Avery Monsen, Jory John"
1405038160,The Six Sacred Stones,Matthew Reilly
051512317X,Rising Tides (Chesapeake Bay Saga #2),Nora Roberts
1421506130,Bleach―ブリーチ― 15,Tite Kubo
60727535,Cash: The Autobiography of Johnny Cash,"Johnny Cash, Patrick   Carr"
6471250,A Stranger in the Mirror,Sidney Sheldon
375821821,Flush,Carl Hiaasen
679600213,Out of Africa,"Isak Dinesen, Karen Blixen"
743281632,The Watchman,Robert Crais
1400067820,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb
62267728,,Molly McAdams
1451683405,Free Will,Sam Harris
149262246X,This Is Where It Ends,Marieke Nijkamp
778324214,Stray,Rachel Vincent
316018600,A Summer Affair,Elin Hilderbrand
385737432,Liar & Spy,Rebecca Stead
142302392,Mariel of Redwall,"Brian Jacques, Gary Chalk"
142003344,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker
345496531,The Dreaming Void,Peter F. Hamilton
545040566,Being Nikki,Meg Cabot
743482859,The Tragedie of Antony and Cleopatra,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine"
689839081,"Among the Impostors (Shadow Children, #2)",Margaret Peterson Haddix
1442413174,The Eternal Dawn,Christopher Pike
743442849,Addicted,Zane
765329581,Article 5,Kristen Simmons
312241356,"And the Band Played On: Politics, People, and the AIDS Epidemic","Randy Shilts, William Greider"
,Found in You,Laurelin Paige
440244447,Midnight Rising,Lara Adrian
60534044,Kisscut,Karin Slaughter
1936365014,,"Miranda July, Brigitte Sire"
747549923,Last Exit to Brooklyn,"Hubert Selby Jr., Gilbert Sorrentino"
571207766,La fiesta del chivo,"Mario Vargas Llosa, Edith Grossman"
439755204,"Drums, Girls & Dangerous Pie",Jordan Sonnenblick
1439172560,The First Bad Man,Miranda July
886776066,To Green Angel Tower (Storm),Tad Williams
,Jet,Jay Crownover
1400097029,The Sea,John Banville
316405345,Invisible,"James Patterson, David Ellis"
425210758,Mr. Murder,Dean Koontz
316074144,Changeless,Gail Carriger
812505182,The Magic of Recluce,L.E. Modesitt Jr.
451211030,"The Bastard (Kent Family Chronicles, Vol. 1)",John Jakes
1594745765,The Last Policeman,Ben H. Winters
345487133,Earth Abides,George R. Stewart
446608378,Thunderhead,"Douglas Preston, Lincoln Child"
316106534,"Allies of the Night (Cirque Du Freak, Book 8)",Darren Shan
425241505,Dragon bound,Thea Harrison
553269216,Rainbow Valley,L.M. Montgomery
843955848,The Colorado Kid,Stephen King
194232638,The Monkey's Paw,"Diane Mowat, W.W. Jacobs"
553297260,Darkness,John Saul
157683932X,The Pursuit of Holiness,"Jerry Bridges, Foster W. Cline, Jim Fay"
380811081,Again the Magic ,Lisa Kleypas
61093327,Low Country,Anne Rivers Siddons
385737637,Revolution,Jennifer Donnelly
345451325,The Fall of Reach,Eric S. Nylund
61957917,,Kim Harrison
446324825,Audrey Rose,Frank De Felitta
110194661X,The Nix,Nathan  Hill
61935107,Vanish,Sophie Jordan
836218523,The Calvin and Hobbes Lazy Sunday Book,Bill Watterson
809510839,Carmilla,J. Sheridan Le Fanu
439436567,Drowned Wednesday,Garth Nix
375829830,Saving Francesca,Melina Marchetta
,Avoiding Commitment,K.A. Linde
316224189,Confessions of a murder suspect,"James Patterson, Maxine Paetro"
1401205011,Y: The Last Man Vol. 6: Girl on Girl,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr."
307394956,Skeletons at the Feast,Chris Bohjalian
449221490,L is for Lawless,Sue Grafton
440420059,Milkweed,Jerry Spinelli
60283262,If You Give a Pig a Party (If You Give...),"Laura Joffe Numeroff, Felicia Bond"
140157727,Virtual Light,William Gibson
61719544,American on Purpose,Craig Ferguson
1401303382,Always Looking Up: The Adventures of an Incurable Optimist,Michael J. Fox
61852058,Nine Rules to Break When Romancing a Rake,Sarah MacLean
316185906,The Lifeboat,Charlotte Rogan
781805503,Quo vadis?,"Henryk Sienkiewicz, W.S. Kuniczak"
62235796,The Jewel,Amy Ewing
439672449,The Fire Within,Chris d'Lacey
586203818,"Servant of the Empire (The Empire Trilogy, #2)","Raymond E. Feist, Janny Wurts"
515144592,The Hollow,Nora Roberts
590259385,Is Your Mama A Llama?,"Deborah Guarino, Steven Kellogg"
1476792496,After We Collided,Anna Todd
385535635,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",Jacob Tomsky
067975833X,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz
312546343,,David Wong
3822835536,Dali: The Paintings,"Robert Descharnes, Gilles Néret"
1416505067,Seven Ancient Wonders,Matthew Reilly
1605045535,,Cherrie Lynn
345443586,Mistral's Kiss,Laurell K. Hamilton
743287932,,Stephen R. Covey
044640098X,Desire Unchained (Shadow Lover),Larissa Ione
399146261,Cold Fire ; Hideaway; The Key to Midnight,"Dean Koontz, Leigh Nichols"
765327821,"I Am Not A Serial Killer (John Cleaver, #1)",Dan Wells
1476789258,Eight Hundred Grapes,Laura Dave
044900578X,"Welcome to the World, Baby Girl!",Fannie Flagg
393318680,Filth,Irvine Welsh
316066346,The Girls,Lori Lansens
345543009,Turbo Twenty-Three,Janet Evanovich
446618675,The Alibi,Sandra Brown
62088149,A Land More Kind Than Home,Wiley Cash
590224735,Kristy's Great Idea,Ann M. Martin
545298423,,Roland Smith
307718964,,Sheri  Fink
1400031540,Den femte kvinnan,"Henning Mankell, Steven T. Murray"
1594489998,The Wordy Shipmates,Sarah Vowell
140443150,Bel-Ami,"Guy de Maupassant, Douglas Parmée"
226500667,A River Runs Through It and Other Stories,Norman Maclean
1451616880,El tiempo entre costuras,"María Dueñas, Daniel Hahn"
452280397,,Toni Morrison
425190455,Idoru,William Gibson
373777922,The Best Man,Kristan Higgins
64473457,Castle in the Air,Diana Wynne Jones
545298407,A King's Ransom,Jude Watson
1594202435,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,Deborah Blum
1523662441,RoomHate,Penelope Ward
1416960597,Living Dead Girl,Elizabeth Scott
938077872,धर्मपद [Dhammapada],"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya"
,Law Man,Kristen Ashley
671028367,Deadly Décisions,Kathy Reichs
812995821,Rising Strong,Brené Brown
385344031,Speaking from Among the Bones,Alan Bradley
316018775,Swimsuit,"James Patterson, Maxine Paetro"
842371516,Through Gates of Splendor,Elisabeth Elliot
,Dirty Red,Tarryn Fisher
316213071,The Darkest Part of the Forest,Holly Black
380794470,Dream a Little Dream,Susan Elizabeth Phillips
,تاكسي: حواديت المشاوير,"خالد الخميسي, Khaled Al Khamissi"
312144075,The Samurai's Garden,Gail Tsukiyama
,The Hating Game,Sally   Thorne
804177996,Black-Eyed Susans,Julia Heaberlin
,Neanderthal Seeks Human,Penny Reid
1416971777,Goliath,"Scott Westerfeld, Keith Thompson"
1421506718,家庭教師ヒットマンREBORN! 1,"Akira Amano, JN Productions, Frances E. Wall"
,Criminal,Karin Slaughter
425180964,The Bear and the Dragon,Tom Clancy
399158987,W is for Wasted,Sue Grafton
1584790830,I'm Just Here for the Food: Food + Heat = Cooking,Alton Brown
312335288,Vets Might Fly and Vet in a Spin,James Herriot
312934327,Sins of the Night,Sherrilyn Kenyon
1595143998,Shades of Earth,Beth Revis
1416509631,Tehanu,Ursula K. Le Guin
62217070,Reboot,Amy Tintera
1594486638,Hunger Makes Me a Modern Girl,Carrie Brownstein
1400067669,Thomas Jefferson: The Art of Power,Jon Meacham
7113803,Murder in Mesopotamia,Agatha Christie
553575376,Excession,Iain M. Banks
038079487X,What Looks Like Crazy on an Ordinary Day,Pearl Cleage
449000621,G is for Gumshoe,Sue Grafton
1455521310,King & Maxwell,David Baldacci
60958340,Love's Executioner & Other Tales of Psychotherapy,Irvin D. Yalom
316037885,The Magician's Apprentice,Trudi Canavan
593046315,Reaper's Gale,Steven Erikson
1595541209,The Visitation,Frank E. Peretti
1600106951, Crown of Shadows,"Joe Hill, Gabriel Rodríguez"
1576751740,Leadership and Self Deception: Getting Out of the Box,The Arbinger Institute
1857230213,"The Garden of Rama (Rama, #3)","Arthur C. Clarke, Gentry Lee"
031235164X,,Lisa Kleypas
140184937,Our Man in Havana,Graham Greene
140123206X,Batman: The Black Mirror,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron"
316097543,Kill Me If You Can,"James Patterson, Marshall Karp"
,"Killers of the Dawn (Cirque Du Freak, #9)",Darren Shan
515089931,Tramp for the Lord,Corrie ten Boom
60278684,If You Take a Mouse to the Movies,"Laura Joffe Numeroff, Felicia Bond"
1423340418,A Lick of Frost,"Laurell K. Hamilton, Laural Merlington"
99690608,The Abyss,"Orson Scott Card, James Cameron"
031262168X,The Book of Shadows,Paula Brackston
149262344X,Läsarna i Broken Wheel rekommenderar,"Katarina Bivald, Alice Menzies"
60004878,Live by Night,Dennis Lehane
62004042,Until I Die,Amy Plum
1439192812,The Magic of Reality: How We Know What's Really True,"Richard Dawkins, Dave McKean"
842356290,Remember,"Karen Kingsbury, Gary Smalley"
316097527,"Alex Cross, Run",James Patterson
812979915,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,Christian Lander
425259870,Blood Magick,Nora Roberts
345348672,The Power That Preserves,Stephen R. Donaldson
718149866,The Brightest Star in the Sky,Marian Keyes
62001035,Entwined,Heather Dixon
1592407110,,Rachel Dratch
307350436,El coronel no tiene quien le escriba,Gabriel García Márquez
140283358,Waiting for the Barbarians,J.M. Coetzee
385423608,The Last Seven Months of Anne Frank,Willy Lindwer
147670869X,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson
1400065593,Kabul Beauty School: An American Woman Goes Behind the Veil,Deborah Rodriguez
684859238,To Have and Have Not ,Ernest Hemingway
451219597,Jackdaws,Ken Follett
,,محمد السالم
60750863,The System of the World,Neal Stephenson
60734000,Touching Spirit Bear,Ben Mikaelsen
1439142009,The Flamethrowers,Rachel Kushner
62076108,Twice Tempted ,Jeaniene Frost
1439187010,,Deborah Feldman
62318322,The Selection Stories: The Prince & The Guard,Kiera Cass
61914177,Crush It!: Why Now Is the Time to Cash in on Your Passion,Gary Vaynerchuk
044101173X,Redemption Ark,Alastair Reynolds
345485777,The Venetian Betrayal,Steve Berry
151189781,Collected Poems 1909-1962,T.S. Eliot
395957753,The Robe,Lloyd C. Douglas
786834277,Beauty and the Beast,"Walt Disney Company, Ellen Titlebaum"
1594486409,The Yonahlossee Riding Camp for Girls,Anton DiSclafani
1250052386,Lead,Kylie Scott
553588370,No Humans Involved,Kelley Armstrong
60766247,Night of the Soul Stealer,"Joseph Delaney, Patrick  Arrasmith"
747538352,The Gift of Fear: and Other Survival Signals That Protect Us from Violence,Gavin de Becker
1442406593,Endless Summer,Jennifer Echols
006194436X,,Lincoln Peirce
778319059,Don't You Cry,Mary Kubica
,"Que Necesita El, Que Necesita Ella ",Willard F. Harley Jr.
515141666,Dance of the Gods,Nora Roberts
1442402008,Nevermore,Kelly Creagh
802131808,بوف کور,"Sadegh Hedayat, D.P. Costello"
61906220,,"Eric Litwin, James Dean"
307738612,The Ring of Solomon,"Jonathan Stroud, Simon  Jones"
439568471,Welcome to Dead House,R.L. Stine
60837055,The Master Butchers Singing Club,Louise Erdrich
765319233,Chronicles of The Black Company (The Black Company / Shadows Linger / The White Rose),Glen Cook
1481438867,Until Friday Night,Abbi Glines
671774670,Mother of Pearl,Melinda Haynes
1501124374,Everyone Brave Is Forgiven,Chris Cleave
553129198,The Great Train Robbery,Michael Crichton
739437585,Safe Harbour,Danielle Steel
345467515,The Things We Do for Love,Kristin Hannah
765343266,Son of the Shadows,Juliet Marillier
451207793,The Key to Rebecca,Ken Follett
451233328,Hard Bitten,Chloe Neill
060961066X,Barefoot Contessa Family Style: Easy Ideas and Recipes That Make Everyone Feel Like Family,"Ina Garten, Maura McEvoy"
,,Fisher Amelie
812974417,At the Mountains of Madness,"H.P. Lovecraft, China Miéville, S.T. Joshi"
515128554,Heart of the Sea,Nora Roberts
440244498,Veil of Midnight,Lara Adrian
380792648,Subterranean,James Rollins
375713751,I Don't Know How She Does It,Allison Pearson
1563897156,,"Garth Ennis, Steve Dillon"
1500453307,"The Long Way to a Small, Angry Planet",Becky  Chambers
140286802,Cuentos completos,"Jorge Luis Borges, Andrew Hurley"
689868235,Tithe: A Modern Faerie Tale ,Holly Black
743464664,The Russia House,John le Carré
1606840592,Raised by Wolves,Jennifer Lynn Barnes
451219244,"Promise Me (Myron Bolitar, #8)",Harlan Coben
